V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,city,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,PIIcomment,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,SQcomment,LocationLatitude,LocationLongitude,LocationAccuracy
R_88JIPJpEZw4MErH,Default Response Set,Anonymous,,,96.237.22.42,0,2015-03-19 08:30:36,2015-03-19 08:35:13,1,1254309806,iZXUO4qzTRRIYv5KJHvSMg**,27197,Qual712-0618WaterUtilities,2,otherCity,277,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7958984375,-71.056999206543,-1
R_38koPjUixZzh0Fv,Default Response Set,Anonymous,,,108.49.141.71,0,2015-03-19 08:33:25,2015-03-19 08:36:33,1,1276671296,iZXUO4qzTRTJNdpGPefAvA**,27197,Qual712-0618WaterUtilities,1,,188,19188369551683,1,3,1,7,4,2,1,1,1,1,7,3,2,Drinking,4,1,1,7,6,6,7,7,4,7,7,7,7,5,5,7,4,7,7,7,7,,42.215896606445,-70.879302978516,-1
R_8Gj8wdKdKJFu2u9,Default Response Set,Anonymous,,,96.40.133.95,0,2015-03-19 08:36:52,2015-03-19 08:38:28,1,1120251631,iZXUO4qzTRQEGI0QNiDdNA**,27197,Qual712-0618WaterUtilities,1,,96,16837381986733,1,1,1,5,4,4,4,4,5,4,4,4,4,"water plants, cook, clean",6,5,1,6,6,6,6,5,5,6,5,6,6,6,5,5,6,6,6,5,5,I have none,34.061599731445,-118.08180236816,-1
R_bKt4gf4ktiWy7nn,Default Response Set,Anonymous,,,98.217.9.39,0,2015-03-19 08:37:11,2015-03-19 08:41:49,1,1277367733,iZXUO4qzTRQWO1LLfsU9HQ**,27197,Qual712-0618WaterUtilities,1,,278,19198836999793,1,3,1,1,2,6,7,7,6,3,3,3,1,Bathing and cleaning ,4,4,1,6,4,4,2,2,4,5,4,5,4,4,4,4,4,4,3,4,2,,42.406295776367,-71.051200866699,-1
R_6ySqjFaJbaLUG69,Default Response Set,Anonymous,,,66.87.64.56,0,2015-03-19 08:40:14,2015-03-19 08:41:51,1,1260238871,iZXUO4qzTRQ2iZGhrGJNgg**,27197,Qual712-0618WaterUtilities,2,attention,97,,1,1,1,4,3,4,3,4,4,3,3,5,4,Dishwashing ,4,1,0,,,,,,,,,,,,,,,,,,,,33.985305786133,-118.33789825439,-1
R_6M2YKn0ypBBnGPr,Default Response Set,Anonymous,,,50.170.151.207,0,2015-03-19 08:40:00,2015-03-19 08:41:56,1,1175248414,iZXUO4qzTRQ90FzMjgxBtw**,27197,Qual712-0618WaterUtilities,1,,116,17663983635223,1,2,1,7,1,1,1,4,1,7,7,7,7,dishes,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nothing,39.928497314453,-104.95590209961,-1
R_9EJIasNz5XcHvBr,Default Response Set,Anonymous,,,71.196.249.46,0,2015-03-19 08:36:52,2015-03-19 08:42:06,1,1244028672,iZXUO4qzTRRASpZrWnj51w**,27197,Qual712-0618WaterUtilities,1,,314,18697750912963,1,2,1,1,2,7,7,7,6,3,3,2,1,"We drink the water, Denver has one of the best tasting tap water then any other city in Colorado.",1,1,1,7,7,7,7,7,6,7,6,7,6,6,6,7,6,6,5,6,6,Very happy with water we have in Denver. ,39.705505371094,-104.96640014648,-1
R_cSlruGywJvP2fQ1,Default Response Set,Anonymous,,,108.171.132.161,0,2015-03-19 08:39:43,2015-03-19 08:42:45,1,1204500722,iZXUO4qzTRRm-d92ywVZLg**,27197,Qual712-0618WaterUtilities,1,,182,18103645824463,1,2,1,1,2,6,7,7,6,2,2,3,2,to drink from it ,3,2,1,6,6,5,6,5,5,5,5,5,5,5,5,4,4,5,5,5,5,water is important for cooking too,39.739196777344,-104.98470306396,-1
R_cwNghMquznMPK9D,Default Response Set,Anonymous,,,70.192.37.84,0,2015-03-19 08:44:37,2015-03-19 08:47:30,1,1276211046,iZXUO4qzTRQAcMG3zq_sfQ**,27197,Qual712-0618WaterUtilities,1,,173,19181451994183,1,3,1,2,1,6,6,6,4,4,3,4,4,Drinking,2,1,1,7,6,5,5,5,3,2,2,7,4,2,2,5,2,6,6,2,2,,42.362594604492,-71.202301025391,-1
R_3qtIyn5VSq2wFjT,Default Response Set,Anonymous,,,173.58.209.90,0,2015-03-19 08:47:34,2015-03-19 08:48:18,1,1277652066,iZXUO4qzTRT9kReJ2nQdAw**,27197,Qual712-0618WaterUtilities,2,noTapWater,44,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.294204711914,-118.50709533691,-1
R_dhY7a9yRtVpoURL,Default Response Set,Anonymous,,,75.70.128.68,0,2015-03-19 08:47:57,2015-03-19 08:49:32,1,1243180431,iZXUO4qzTRRks_XPVpRtyA**,27197,Qual712-0618WaterUtilities,2,attention,95,,1,2,1,4,4,4,4,4,4,4,4,4,4,"drinking, bathing",4,1,0,,,,,,,,,,,,,,,,,,,,39.87809753418,-105.04370117188,-1
R_cCFOUyVPUCLUHQx,Default Response Set,Anonymous,,,50.164.196.20,0,2015-03-19 08:42:26,2015-03-19 08:50:00,1,1269824700,iZXUO4qzTRTHpvNqZ31o-Q**,27197,Qual712-0618WaterUtilities,1,,454,19085465213803,1,3,1,1,1,5,1,1,7,7,4,4,4,       A  B ASIC NEED !,6,1,1,6,3,3,3,6,5,6,4,4,4,4,6,4,4,4,6,4,4,"Our water here in Bridgewater, Ma is ""HARD""",42.033493041992,-70.942901611328,-1
R_4G6JlXmVzkq49ox,Default Response Set,Anonymous,,,166.170.47.171,0,2015-03-19 08:43:57,2015-03-19 08:53:29,1,1238664070,iZXUO4qzTRSHVPTA5aPXTA**,27197,Qual712-0618WaterUtilities,1,,572,18617120944903,1,1,1,1,1,6,7,7,7,1,1,2,1,  Price ,7,7,1,7,7,7,7,6,7,7,6,6,6,7,7,7,7,6,6,6,7, ,34.076400756836,-118.26260375977,-1
R_a5XS6Db0Mlss83X,Default Response Set,Anonymous,,,155.41.81.91,0,2015-03-19 08:51:34,2015-03-19 08:53:48,1,1270656704,iZXUO4qzTRRUpAmsFFSoQQ**,27197,Qual712-0618WaterUtilities,1,,134,19097970233923,1,1,1,1,4,4,6,6,4,4,4,6,4,"Washing dishes, cleaning, taking showers",2,3,1,7,4,7,5,4,2,4,4,4,4,4,4,4,4,4,3,4,4,,42.345092773438,-71.099296569824,-1
R_aac3vkqPddEjYXj,Default Response Set,Anonymous,,,66.87.124.12,0,2015-03-19 08:47:31,2015-03-19 08:53:53,1,1277809604,iZXUO4qzTRTYu8AI_5nTEw**,27197,Qual712-0618WaterUtilities,2,attention,382,,1,3,1,4,4,4,4,4,4,4,4,4,4,Drinking and bathing,4,1,0,,,,,,,,,,,,,,,,,,,,42.087600708008,-71.407302856445,-1
R_6QBo7SzN8p50qhv,Default Response Set,Anonymous,,,172.56.22.21,0,2015-03-19 08:51:27,2015-03-19 08:54:31,1,1277865585,iZXUO4qzTRS-9C5rDODiiA**,27197,Qual712-0618WaterUtilities,1,,184,19206319715353,1,3,1,1,1,5,7,7,5,4,4,4,2,Cooking and drinking,1,1,1,6,6,5,3,3,4,6,4,5,4,4,4,4,4,4,5,4,5,,40.849899291992,-73.876899719238,-1
R_0HyzPqn9JjzSNYF,Default Response Set,Anonymous,,,174.62.166.12,0,2015-03-19 08:55:48,2015-03-19 08:56:04,1,1274729644,iZXUO4qzTRQivmsoGfyzGA**,27197,Qual712-0618WaterUtilities,2,otherCity,16,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.187103271484,-70.910003662109,-1
R_bjG79vbemIWt0j3,Default Response Set,Anonymous,,,24.9.154.104,0,2015-03-19 08:50:34,2015-03-19 08:57:40,1,1274632857,iZXUO4qzTRSLO7J26uNFww**,27197,Qual712-0618WaterUtilities,1,,426,19157731813513,1,2,1,7,4,6,7,7,5,3,4,4,4,"showering, drinking",2,1,1,6,6,6,5,6,6,6,6,6,6,7,6,6,6,5,6,6,6,my services are fine,39.72900390625,-104.95279693604,-1
R_0c70SPPmBmO6qPz,Default Response Set,Anonymous,,,172.249.233.231,0,2015-03-19 08:56:16,2015-03-19 08:58:20,1,1277270249,iZXUO4qzTRR0UcFnyIouiQ**,27197,Qual712-0618WaterUtilities,2,attention,124,,1,1,1,4,4,4,4,5,4,4,4,4,4,Drinking water,4,3,0,,,,,,,,,,,,,,,,,,,,33.951705932617,-118.29560089111,-1
R_0CnqynDeEQ9TH5r,Default Response Set,Anonymous,,,108.192.9.170,0,2015-03-19 08:58:45,2015-03-19 08:59:15,1,1275509201,iZXUO4qzTRRTw4LqJXulMg**,27197,Qual712-0618WaterUtilities,2,noTapWater,30,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.017395019531,-118.20040130615,-1
R_77GQJjne9Feoesl,Default Response Set,Anonymous,,,98.216.39.57,0,2015-03-19 09:01:10,2015-03-19 09:01:51,1,1277794519,iZXUO4qzTRRxKPQ-18Xa9Q**,27197,Qual712-0618WaterUtilities,2,otherCity,41,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.424697875977,-71.111198425293,-1
R_cHlH7XkaGl0QTdj,Default Response Set,Anonymous,,,74.61.111.245,0,2015-03-19 08:58:45,2015-03-19 09:02:28,1,1278044441,iZXUO4qzTRQs700QwXSwew**,27197,Qual712-0618WaterUtilities,1,,223,19209007921033,1,1,1,1,3,3,7,7,4,6,5,7,4,Washing,4,1,1,7,3,3,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,,33.952896118164,-118.3092956543,-1
R_6EZCIKcXiyzWlg1,Default Response Set,Anonymous,,,100.0.22.199,0,2015-03-19 08:58:19,2015-03-19 09:02:37,1,1107073105,iZXUO4qzTRQNgevZ5YvlyQ**,27197,Qual712-0618WaterUtilities,1,,258,16639308740953,1,3,1,1,1,7,7,7,5,2,1,3,1,"to take shower, wash dishes abd cook food",1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,clear pure water - never a reason to complain in the last 6 years!,42.287292480469,-71.352401733398,-1
R_5dx7qtF0nrnYKjj,Default Response Set,Anonymous,,,100.0.36.139,0,2015-03-19 09:01:08,2015-03-19 09:02:42,1,1254292726,iZXUO4qzTRSRDuN4et0Lrg**,27197,Qual712-0618WaterUtilities,2,attention,94,,1,3,1,1,3,4,4,7,4,6,6,4,4,cleaning,2,1,0,,,,,,,,,,,,,,,,,,,,42.549301147461,-71.255798339844,-1
R_2sMp1eiMIFw47mB,Default Response Set,Anonymous,,,166.173.184.93,0,2015-03-19 08:55:41,2015-03-19 09:03:30,1,1276573280,iZXUO4qzTRRh-DNesog6vw**,27197,Qual712-0618WaterUtilities,1,,469,19186896371203,1,2,1,1,1,7,7,7,1,7,7,4,4,Hygiene ,2,1,1,7,7,6,6,7,7,7,6,4,4,6,4,4,4,4,6,4,4,,30.450698852539,-91.154602050781,-1
R_becyZz8dMrCUjpX,Default Response Set,Anonymous,,,184.96.122.10,0,2015-03-19 09:03:29,2015-03-19 09:07:20,1,1270873991,iZXUO4qzTRRWyLaHdxh5fA**,27197,Qual712-0618WaterUtilities,1,,231,19101236057533,1,2,1,2,2,4,7,7,4,4,3,7,4,"bathing, cooking, drinking",2,1,1,7,7,7,6,7,7,7,6,7,5,6,7,4,6,7,7,6,7,,39.705505371094,-104.96640014648,-1
R_0obrjwH303ss09D,Default Response Set,Anonymous,,,75.166.196.123,0,2015-03-19 09:07:37,2015-03-19 09:10:21,1,1233308635,iZXUO4qzTRRnDwx1n62Rjg**,27197,Qual712-0618WaterUtilities,1,,164,18536628756853,1,2,1,1,1,7,7,7,7,6,1,1,4,Drink and clean / ,6,2,1,4,3,5,1,2,2,4,4,6,3,3,4,3,3,3,3,1,2,No,39.677001953125,-104.9646987915,-1
R_cu8oj6wXuwjGFQV,Default Response Set,Anonymous,,,50.155.215.168,0,2015-03-19 09:10:10,2015-03-19 09:11:58,1,1268398186,iZXUO4qzTRQnwn_AjPC3_Q**,27197,Qual712-0618WaterUtilities,1,,108,19064024708383,1,2,1,1,1,7,7,7,7,7,1,1,1,drinkingg,1,2,1,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,,39.489501953125,-104.76760101318,-1
R_5gJXP5wyiEYsJSJ,Default Response Set,Anonymous,,,99.45.60.46,0,2015-03-19 09:09:30,2015-03-19 09:12:49,1,1215978572,iZXUO4qzTRRqnwaDKMsSQA**,27197,Qual712-0618WaterUtilities,1,,199,18276157909963,1,1,1,1,1,7,7,7,7,1,1,1,1,for everything,2,3,1,6,5,6,5,6,6,6,6,6,6,5,6,6,4,6,6,5,6,no questions,33.912902832031,-118.34390258789,-1
R_0kPRBQiNpoOs84Z,Default Response Set,Anonymous,,,76.119.198.137,0,2015-03-19 09:09:33,2015-03-19 09:12:55,1,1249209409,iZXUO4qzTRROTK5apgn3tA**,27197,Qual712-0618WaterUtilities,1,,202,18775617390073,1,3,1,1,1,7,7,7,1,3,5,7,3,"use it in cooking and doing laundry, a source of living ",1,2,1,7,2,5,4,3,5,7,7,7,4,7,4,1,6,1,6,3,2,none,42.380096435547,-71.06420135498,-1
R_8AFf7FAcnepU6H3,Default Response Set,Anonymous,,,24.147.138.250,0,2015-03-19 09:12:36,2015-03-19 09:14:10,1,1261938772,iZXUO4qzTRTUR-uv3H8CaA**,27197,Qual712-0618WaterUtilities,1,,94,18966939715963,1,3,1,1,7,7,7,7,7,7,7,7,7,Washing dishes,1,1,1,7,7,6,5,6,4,4,4,4,4,6,4,4,4,4,4,4,4,,42.238906860352,-71.081001281738,-1
R_8wx5KaZRrrcxGBv,Default Response Set,Anonymous,,,71.93.115.89,0,2015-03-19 09:16:16,2015-03-19 09:16:34,1,1086300081,iZXUO4qzTRRbs4J2iEPVOg**,27197,Qual712-0618WaterUtilities,2,consent,18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.171798706055,-118.29150390625,-1
R_3UgXE1r0qfOgKCF,Default Response Set,Anonymous,,,24.8.207.164,0,2015-03-19 09:16:18,2015-03-19 09:16:42,1,1198648580,iZXUO4qzTRSVtlDWYpbspQ**,27197,Qual712-0618WaterUtilities,2,consent,24,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.87809753418,-105.04370117188,-1
R_1BTtH9WnvtMtvSd,Default Response Set,Anonymous,,,162.231.166.118,0,2015-03-19 09:12:38,2015-03-19 09:17:23,1,1272067138,iZXUO4qzTRSGFuRTP0d1cg**,27197,Qual712-0618WaterUtilities,2,attention,285,,1,1,1,1,1,7,7,7,7,1,1,1,1,Drinking ,1,2,0,,,,,,,,,,,,,,,,,,,,34.126693725586,-118.76480102539,-1
R_6rRLptjHISkztwV,Default Response Set,Anonymous,,,198.91.10.183,0,2015-03-19 09:18:11,2015-03-19 09:20:19,1,1248366410,iZXUO4qzTRRofuHxjtKQ_g**,27197,Qual712-0618WaterUtilities,1,,128,18762947115103,1,2,1,1,1,7,7,7,7,1,1,1,1,hydration,1,3,1,6,7,7,6,7,7,7,7,7,6,6,6,6,6,6,7,6,7,Aurora Water is great,39.569000244141,-104.85820007324,-1
R_bpfifyYkiUsJVDD,Default Response Set,Anonymous,,,208.54.4.170,0,2015-03-19 08:59:10,2015-03-19 09:22:04,1,1274181249,iZXUO4qzTRTCertKPNRP2w**,27197,Qual712-0618WaterUtilities,1,,1374,19150944145273,1,1,1,6,3,2,1,7,5,7,6,6,4,Todo lo. Ocupo par cocinar y lavar. ,7,1,1,1,1,7,1,7,1,1,1,7,1,7,7,5,7,7,1,1,1,Q dan buen servicio al cliente,34.052200317383,-118.24369812012,-1
R_4OyERXvDL74ddop,Default Response Set,Anonymous,,,76.91.41.175,0,2015-03-19 09:16:16,2015-03-19 09:22:08,1,1264106187,iZXUO4qzTRQblpRwA8hy0g**,27197,Qual712-0618WaterUtilities,1,,352,18999515963413,1,1,1,4,4,5,3,6,3,6,7,5,4,"Well these questions are odd because they're asking me about tap water in general but I'm not against tap water, just L.A. tap water which smells like chlorine and tastes like sewage. We mainly use the kitchen tap for washing dishes.",1,1,1,5,1,1,1,5,5,4,4,4,4,5,4,4,3,4,5,4,4,"I haven't had any contact with their employees so I gave neutral answers to those questions, and I'm not sure if 'tap' refers to the kitchen sick the way people usually refer to it or the water in the house in general. It's all bad, though. ",34.417999267578,-118.56620025635,-1
R_1HQfRGd0nVWwADj,Default Response Set,Anonymous,,,98.118.26.70,0,2015-03-19 09:19:25,2015-03-19 09:22:49,1,1233718730,iZXUO4qzTRQwxc7hxAD-jQ**,27197,Qual712-0618WaterUtilities,1,,204,18542792484703,1,3,1,1,3,6,3,7,5,4,4,5,3,"Showers, laundry, feeding pets",7,2,1,7,3,6,3,3,4,4,4,4,3,4,5,3,1,4,4,5,4,they have greatly improved in the past few years,41.939498901367,-71.294296264648,-1
R_55Nb7uNPi2OACNv,Default Response Set,Anonymous,,,166.172.188.241,0,2015-03-19 09:23:19,2015-03-19 09:23:36,1,1274120532,iZXUO4qzTRQR8NfPGQfYbg**,27197,Qual712-0618WaterUtilities,2,otherCity,17,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.022201538086,-81.732902526855,-1
R_1Hwdm8JL42YjY45,Default Response Set,Anonymous,,,76.94.141.189,0,2015-03-19 09:23:18,2015-03-19 09:23:37,1,1275734783,iZXUO4qzTRRefwgJnWjHZQ**,27197,Qual712-0618WaterUtilities,2,noTapWater,19,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.951705932617,-118.29560089111,-1
R_bvYi8stJiE1xbcV,Default Response Set,Anonymous,,,174.29.215.179,0,2015-03-19 09:18:59,2015-03-19 09:24:05,1,1131896274,iZXUO4qzTRSMZE0tVvVY7g**,27197,Qual712-0618WaterUtilities,1,,306,17012400971023,1,2,1,1,1,7,7,7,6,2,1,1,1,"drinking, washing/bathing, cooking, garden veggies, clean car, ",6,1,1,7,7,7,7,5,5,6,6,6,6,6,4,6,6,6,6,6,6,,39.739303588867,-104.85649871826,-1
R_d6XPeEDlLZPUT1H,Default Response Set,Anonymous,,,132.194.93.207,0,2015-03-19 09:23:16,2015-03-19 09:24:43,1,1262967837,iZXUO4qzTRTQUDwt8qpJ7w**,27197,Qual712-0618WaterUtilities,1,,87,18982406562913,1,2,1,1,1,4,7,7,4,4,4,4,4,DRINKING,3,1,1,7,6,7,4,4,5,4,4,4,4,4,4,4,4,4,6,4,4,,39.736999511719,-105.02030181885,-1
R_1XJ4gFwuxUQJnVj,Default Response Set,Anonymous,,,172.249.82.77,0,2015-03-19 09:23:18,2015-03-19 09:27:23,1,1131998677,iZXUO4qzTRTyCJzqaN-Wkg**,27197,Qual712-0618WaterUtilities,1,,245,17013940088113,1,1,1,1,1,7,7,7,5,6,3,5,3,showers,1,1,1,7,5,6,5,5,6,7,7,6,7,7,7,6,6,6,6,6,6,very focused survey,33.900894165039,-118.00730133057,-1
R_a422YauXSLglw1v,Default Response Set,Anonymous,,,45.48.137.39,0,2015-03-19 09:23:17,2015-03-19 09:27:26,1,1255747506,iZXUO4qzTRSIllhBeDd5rw**,27197,Qual712-0618WaterUtilities,2,attention,249,,1,1,1,1,1,7,7,7,7,1,1,1,1,"cooking with it, showering, ",5,1,0,,,,,,,,,,,,,,,,,,,,38,-97,-1
R_bfHvHHZn8FsPUVv,Default Response Set,Anonymous,,,67.176.27.218,0,2015-03-19 09:22:33,2015-03-19 09:27:31,1,1079204691,iZXUO4qzTRReQ9HVYZ_U7g**,27197,Qual712-0618WaterUtilities,1,,298,16220446478533,1,2,1,4,4,4,4,4,4,4,4,4,4,douching.,7,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Denver water,39.683700561523,-104.91139984131,-1
R_ebKHaTJXjbMrHrn,Default Response Set,Anonymous,,,108.59.10.153,0,2015-03-19 09:23:31,2015-03-19 09:30:14,1,1278584404,iZXUO4qzTRRv8MAm33bzfw**,27197,Qual712-0618WaterUtilities,1,,403,19217123564923,1,1,1,1,3,7,7,7,7,1,6,1,6,indispensable for daily hygiene,5,1,1,7,4,6,7,5,7,4,6,6,5,6,6,7,5,6,6,3,1,no thank,38.793197631836,-77.536598205566,-1
R_9ZwkHTfKu1hwb77,Default Response Set,Anonymous,,,68.55.23.158,0,2015-03-19 09:31:39,2015-03-19 09:31:54,1,1266828910,iZXUO4qzTRS_UuFiIlNx4Q**,27197,Qual712-0618WaterUtilities,2,otherCity,15,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.921295166016,-77.038597106934,-1
R_6kQFL74VpkzT06F,Default Response Set,Anonymous,,,75.67.198.203,0,2015-03-19 09:29:41,2015-03-19 09:32:01,1,1114760476,iZXUO4qzTRSPr16Pg9AJlQ**,27197,Qual712-0618WaterUtilities,1,,140,16754849927083,1,3,1,1,1,7,7,7,6,2,1,1,1,To cook/drink,1,1,1,7,7,7,7,7,6,7,6,6,4,6,5,4,5,4,6,6,5,n/a,41.873397827148,-70.63939666748,-1
R_e3ea6ZQyCWyxaIJ,Default Response Set,Anonymous,,,24.218.148.255,0,2015-03-19 09:31:01,2015-03-19 09:35:22,1,1277810643,iZXUO4qzTRQAJH6Xep13Lg**,27197,Qual712-0618WaterUtilities,2,attention,261,,1,3,1,1,4,1,6,5,6,2,1,4,2,Doing laundry,3,1,0,,,,,,,,,,,,,,,,,,,,42.51530456543,-70.907501220703,-1
R_e3VQhzVRgbyPB0p,Default Response Set,Anonymous,,,146.115.60.64,0,2015-03-19 09:37:39,2015-03-19 09:37:50,1,1269910489,iZXUO4qzTRTeMREs8_1gjw**,27197,Qual712-0618WaterUtilities,2,otherCity,11,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.278793334961,-71.443496704102,-1
R_aWZt8fXvLYAauhf,Default Response Set,Anonymous,,,98.245.252.109,0,2015-03-19 09:35:34,2015-03-19 09:41:55,1,1208926352,iZXUO4qzTRRxe4CtSJ-B0g**,27197,Qual712-0618WaterUtilities,1,,381,18170163043363,1,2,1,2,2,5,7,1,6,4,2,4,3,Drinking,1,2,1,7,7,6,6,6,4,7,6,7,6,7,6,4,6,6,6,6,6,Denver water is one of the best utilities in the Nation.,39.327606201172,-104.81629943848,-1
R_4TjXu71GBMuQaQl,Default Response Set,Anonymous,,,73.34.48.227,0,2015-03-19 09:41:56,2015-03-19 09:42:14,1,1264626689,iZXUO4qzTRQ8KQool0yd8w**,27197,Qual712-0618WaterUtilities,2,otherCity,18,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.627593994141,-104.78330230713,-1
R_bDZU9gAQzZvtasZ,Default Response Set,Anonymous,,,97.118.181.152,0,2015-03-19 09:38:32,2015-03-19 09:44:12,1,1131877156,iZXUO4qzTRS-eKtzluNS-w**,27197,Qual712-0618WaterUtilities,1,,340,17012113627483,1,2,1,1,6,7,7,7,6,2,3,6,6,Showers,1,1,1,7,6,3,6,7,7,6,4,6,4,6,4,4,4,4,6,4,6,Some of the questions weren't relevant to me so I chose the neither agree or disagree option,39.683700561523,-104.91139984131,-1
R_bOQWDiIRjL1Tw0t,Default Response Set,Anonymous,,,146.115.151.149,0,2015-03-19 09:45:53,2015-03-19 09:46:14,1,1079229255,iZXUO4qzTRQ0hvOOBc-Njg**,27197,Qual712-0618WaterUtilities,2,otherCity,21,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.40299987793,-71.259002685547,-1
R_2srJjTbJJi20QwB,Default Response Set,Anonymous,,,65.96.215.111,0,2015-03-19 09:42:53,2015-03-19 09:47:08,1,1156050393,iZXUO4qzTRSYT4BLXuVUPw**,27197,Qual712-0618WaterUtilities,1,,255,17375437379593,1,3,1,7,6,7,1,1,4,4,5,4,6,showereing,2,1,1,7,7,6,7,3,5,7,4,5,4,7,7,3,3,4,1,4,4, nothing,42.372192382812,-71.178703308105,-1
R_cJjgv8WYAfgr9Rj,Default Response Set,Anonymous,,,71.93.115.156,0,2015-03-19 09:41:17,2015-03-19 09:47:17,1,1278466334,iZXUO4qzTRQYkSmEVSZhXg**,27197,Qual712-0618WaterUtilities,1,,360,19215348972823,1,1,1,2,3,4,4,4,4,4,3,4,4,To drink it,1,1,1,5,4,3,5,4,4,6,5,5,4,5,4,5,5,5,5,3,4,,34.171798706055,-118.29150390625,-1
R_3pZ4OtjbrPloa7b,Default Response Set,Anonymous,,,70.211.137.153,0,2015-03-19 09:45:58,2015-03-19 09:47:35,1,1277810062,iZXUO4qzTRRdcy20lg0cPg**,27197,Qual712-0618WaterUtilities,2,attention,97,,1,1,1,4,4,4,4,4,4,4,4,4,4,Jdkdjdn,2,3,0,,,,,,,,,,,,,,,,,,,,33.941497802734,-118.13069915771,-1
R_0obv5dWLCC96QwB,Default Response Set,Anonymous,,,71.229.232.82,0,2015-03-19 09:47:05,2015-03-19 09:51:45,1,1278128066,iZXUO4qzTRSuc6brsElPnA**,27197,Qual712-0618WaterUtilities,1,,280,19210264804783,1,2,1,1,1,7,7,7,4,4,4,4,1,Bathing,4,1,1,7,5,5,4,6,6,5,4,6,4,6,4,4,5,4,6,4,6,None,39.866302490234,-105.00610351562,-1
R_d1pRTWTIxFd9WUR,Default Response Set,Anonymous,,,70.211.130.141,0,2015-03-19 09:48:21,2015-03-19 09:53:11,1,1088393130,iZXUO4qzTRRWHzYx6pUd4g**,27197,Qual712-0618WaterUtilities,1,,290,16358548716703,1,1,1,4,4,3,3,2,3,5,6,5,4,Shower,2,2,1,6,2,4,2,6,6,6,5,6,6,6,6,5,5,6,4,6,5,NA,34.069000244141,-118.35020446777,-1
R_doFNRg6qiEB5he5,Default Response Set,Anonymous,,,50.157.253.6,0,2015-03-19 09:52:56,2015-03-19 09:53:17,1,1259078496,iZXUO4qzTRSmdIuN8ji7qQ**,27197,Qual712-0618WaterUtilities,2,otherCity,21,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.068695068359,-70.951698303223,-1
R_eV9IhrrtXupmG5n,Default Response Set,Anonymous,,,54.86.32.166,0,2015-03-19 09:48:57,2015-03-19 09:54:51,1,1256294824,iZXUO4qzTRTbcy1V_7zjSw**,27197,Qual712-0618WaterUtilities,1,,354,18882111177523,1,3,1,1,3,6,6,7,7,4,2,3,2,Drinking ,5,1,1,7,6,7,7,6,5,6,7,5,4,6,6,6,5,7,5,5,2,,39.043701171875,-77.487503051758,-1
R_5unZqQVVYVi0eQ5,Default Response Set,Anonymous,,,199.64.0.252,0,2015-03-19 09:55:54,2015-03-19 09:57:17,1,1212132124,iZXUO4qzTRTbOLPnkoiUiA**,27197,Qual712-0618WaterUtilities,2,attention,83,,1,1,1,3,2,6,6,6,1,7,6,5,5,Cooking and shower,1,2,0,,,,,,,,,,,,,,,,,,,,33.448394775391,-112.07399749756,-1
R_77K3bgPETdsYBUN,Default Response Set,Anonymous,,,50.187.158.193,0,2015-03-19 09:55:50,2015-03-19 10:00:08,1,1164367428,iZXUO4qzTRROZzhvLt2y1Q**,27197,Qual712-0618WaterUtilities,1,,258,17500442415643,1,3,1,1,1,6,7,7,5,3,1,3,3,Drinking and bathing.,3,1,1,6,5,5,5,6,4,4,4,5,4,5,4,4,4,4,3,4,4,No additional comments.  Tap water is very important and should be more readily available.  There is too much use of bottled water these days.,42.348403930664,-71.155097961426,-1
