Sample_No,Date_Sampled,Sample_Point,Zone,Measure,Result,Units
5385869,2017-11-15,S19914,Merton,E Coli,0,Orgs/100mL
5385874,2017-11-15,S13840,Wakefield,Turbidity,0.2,NTU
5457423,2018-01-10,S14567,Tarnstead,E Coli,0,Orgs/100mL
5457418,2018-01-10,S10129,Paethsmouth,E Coli,0,Orgs/100mL
5385908,2017-11-15,S15280,Strathmore,Turbidity,0.2,NTU
5385886,2017-11-15,S12437,Blancathey,E Coli,0,Orgs/100mL
5386819,2017-12-10,S11765,Southwold,Turbidity,0.1,NTU
5472323,2018-03-15,S18038,Paethsmouth,E Coli,0,Orgs/100mL
5472321,2018-03-15,S18186,Merton,E Coli,0,Orgs/100mL
5472350,2018-03-15,S14271,Strathmore,E Coli,0,Orgs/100mL
5457393,2018-01-09,S18588,Bellmoral,Turbidity,0.05,NTU
5457420,2018-01-10,S10990,Snake's Canyon,Turbidity,0.1,NTU
5457423,2018-01-10,S14567,Tarnstead,Turbidity,0.1,NTU
5344540,2017-10-25,S18691,Paethsmouth,E Coli,0,Orgs/100mL
5385873,2017-11-15,S12678,Snake's Canyon,Turbidity,0.1,NTU
5385663,2017-11-12,S12112,Southwold,THMs,0.009,mg/L
5460118,2018-02-18,S19084,Southwold,E Coli,0,Orgs/100mL
5385868,2017-11-15,S15996,Blancathey,Turbidity,0.5,NTU
5344539,2017-10-25,S13397,Merton,Turbidity,0.2,NTU
5386536,2017-12-03,S19084,Southwold,Turbidity,0.1,NTU
5386536,2017-12-03,S19084,Southwold,E Coli,0,Orgs/100mL
5385907,2017-11-15,S11422,Swadlincote,Turbidity,0.2,NTU
5580591,2018-04-18,S14101,Pontybridge,E Coli,0,Orgs/100mL
5580368,2018-04-16,S12112,Southwold,E Coli,0,Orgs/100mL
5580531,2018-04-17,S13874,Bellmoral,E Coli,0,Orgs/100mL
5459774,2018-02-07,S12051,Paethsmouth,E Coli,0,Orgs/100mL
5459793,2018-02-07,S14514,Blancathey,E Coli,0,Orgs/100mL
5459790,2018-02-07,S11466,Snake's Canyon,E Coli,0,Orgs/100mL
5459588,2018-02-04,S11715,Southwold,Turbidity,0.2,NTU
5459747,2018-02-06,S17769,Bellmoral,E Coli,0,Orgs/100mL
5460262,2018-02-20,S14758,Bellmoral,E Coli,0,Orgs/100mL
5610393,2018-04-10,S17769,Bellmoral,Turbidity,0.05,NTU
5460319,2018-02-21,S12566,Swadlincote,Turbidity,0.1,NTU
5460291,2018-02-21,S10837,Tarnstead,E Coli,0,Orgs/100mL
5460275,2018-02-21,S13397,Merton,E Coli,0,Orgs/100mL
5460289,2018-02-21,S11207,Snake's Canyon,E Coli,0,Orgs/100mL
5460274,2018-02-21,S14755,Blancathey,E Coli,0,Orgs/100mL
5460306,2018-02-21,S13306,Pontybridge,E Coli,0,Orgs/100mL
5460276,2018-02-20,S14758,Bellmoral,Turbidity,0.05,NTU
5460308,2018-02-21,S14271,Strathmore,E Coli,0,Orgs/100mL
5460135,2018-02-18,S19084,Southwold,THMs,0.14,mg/L
5460287,2018-02-21,S13230,Paethsmouth,E Coli,0,Orgs/100mL
5460290,2018-02-21,S11254,Wakefield,E Coli,0,Orgs/100mL
5460300,2018-02-21,S10837,Tarnstead,Turbidity,0.2,NTU
5580559,2018-04-18,S13148,Paethsmouth,E Coli,0,Orgs/100mL
5614514,2018-04-11,S12669,Paethsmouth,Turbidity,0.1,NTU
5614506,2018-04-11,S10837,Tarnstead,Turbidity,0.05,NTU
5459531,2018-01-31,S15280,Strathmore,E Coli,0,Orgs/100mL
5459502,2018-01-31,S13446,Wakefield,E Coli,0,Orgs/100mL
5459500,2018-01-31,S12669,Paethsmouth,Turbidity,0.1,NTU
5460273,2018-02-21,S15929,Blancathey,E Coli,0,Orgs/100mL
5580560,2018-04-18,S11466,Snake's Canyon,Turbidity,0.1,NTU
5580368,2018-04-16,S12112,Southwold,Turbidity,0.1,NTU
5580562,2018-04-18,S14567,Tarnstead,Turbidity,0.2,NTU
5580643,2018-04-22,S11715,Southwold,E Coli,0,Orgs/100mL
5580558,2018-04-18,S12436,Paethsmouth,E Coli,0,Orgs/100mL
5386191,2017-11-22,S17075,Paethsmouth,E Coli,0,Orgs/100mL
5386194,2017-11-22,S14567,Tarnstead,E Coli,0,Orgs/100mL
5386192,2017-11-22,S17081,Snake's Canyon,Turbidity,0.2,NTU
5386202,2017-11-22,S18865,Pontybridge,E Coli,0,Orgs/100mL
5387056,2017-12-13,S16589,Swadlincote,THMs,0.007,mg/L
5343944,2017-10-10,S13874,Bellmoral,E Coli,0,Orgs/100mL
5386188,2017-11-22,S15053,Blancathey,E Coli,0,Orgs/100mL
5386190,2017-11-22,S15513,Merton,E Coli,0,Orgs/100mL
5386190,2017-11-22,S15513,Merton,Turbidity,0.2,NTU
5386211,2017-11-22,S16510,Strathmore,Turbidity,0.1,NTU
5386193,2017-11-22,S11858,Wakefield,Turbidity,0.1,NTU
5386192,2017-11-22,S17081,Snake's Canyon,E Coli,0,Orgs/100mL
5386191,2017-11-22,S17075,Paethsmouth,Turbidity,0.3,NTU
5386194,2017-11-22,S14567,Tarnstead,Turbidity,0.1,NTU
5386202,2017-11-22,S18865,Pontybridge,Turbidity,0.1,NTU
5386211,2017-11-22,S16510,Strathmore,E Coli,0,Orgs/100mL
5386193,2017-11-22,S11858,Wakefield,E Coli,0,Orgs/100mL
5386164,2017-11-21,S10232,Bellmoral,Turbidity,0.1,NTU
5282127,2017-09-10,S14049,Southwold,E Coli,0,Orgs/100mL
5282004,2017-09-06,S13397,Merton,THMs,0.28,mg/L
5457393,2018-01-09,S18588,Bellmoral,E Coli,0,Orgs/100mL
5457922,2018-01-24,S16870,Wakefield,Turbidity,0.1,NTU
5457917,2018-01-24,S14415,Blancathey,Turbidity,0.1,NTU
5457918,2018-01-24,S15513,Merton,Turbidity,0.1,NTU
5457414,2018-01-10,S15984,Blancathey,E Coli,0,Orgs/100mL
5457419,2018-01-10,S16489,Paethsmouth,Turbidity,0.1,NTU
5457422,2018-01-10,S16870,Wakefield,Turbidity,0.1,NTU
5457921,2018-01-24,S13856,Snake's Canyon,Turbidity,0.05,NTU
5457916,2018-01-24,S14975,Blancathey,E Coli,0,Orgs/100mL
5389450,2017-11-08,S14567,Tarnstead,THMs,0.053,mg/L
5459291,2018-01-24,S11076,Strathmore,E Coli,0,Orgs/100mL
5386209,2017-11-22,S18865,Pontybridge,THMs,0.005,mg/L
5386385,2017-11-27,S17620,Bellmoral,Turbidity,0.1,NTU
5386455,2017-11-29,S11076,Strathmore,E Coli,0,Orgs/100mL
5386734,2017-12-06,S19914,Merton,THMs,0.006,mg/L
5386721,2017-12-06,S12436,Paethsmouth,Turbidity,0.1,NTU
5386720,2017-12-06,S19914,Merton,Turbidity,0.2,NTU
5386745,2017-12-06,S15163,Strathmore,Turbidity,0.1,NTU
5386743,2017-12-06,S12119,Pontybridge,Turbidity,0.1,NTU
5386725,2017-12-06,S11254,Wakefield,Turbidity,0.1,NTU
5386744,2017-12-06,S18255,Swadlincote,Turbidity,0.2,NTU
5386726,2017-12-06,S10837,Tarnstead,Turbidity,0.05,NTU
5457231,2018-01-07,S13371,Southwold,Turbidity,0.05,NTU
5457415,2018-01-10,S16451,Blancathey,E Coli,0,Orgs/100mL
5386455,2017-11-29,S11076,Strathmore,Turbidity,0.1,NTU
5386418,2017-11-30,S17245,Blancathey,E Coli,0,Orgs/100mL
5385872,2017-11-15,S12669,Paethsmouth,E Coli,0,Orgs/100mL
5385871,2017-11-15,S19666,Paethsmouth,E Coli,0,Orgs/100mL
5385908,2017-11-15,S15280,Strathmore,E Coli,0,Orgs/100mL
5457667,2018-01-18,S13818,Paethsmouth,E Coli,0,Orgs/100mL
5457680,2018-01-18,S13971,Snake's Canyon,E Coli,0,Orgs/100mL
5460286,2018-02-21,S15929,Blancathey,Turbidity,0.05,NTU
5580564,2018-04-18,S12051,Paethsmouth,THMs,0.006,mg/L
5459496,2018-01-31,S12012,Blancathey,E Coli,0,Orgs/100mL
5172076,2017-05-03,S13446,Wakefield,E Coli,0,Orgs/100mL
5172072,2017-05-03,S11021,Blancathey,E Coli,0,Orgs/100mL
5282614,2017-09-20,S15929,Blancathey,E Coli,0,Orgs/100mL
5282619,2017-09-20,S11858,Wakefield,Turbidity,0.1,NTU
5282619,2017-09-20,S11858,Wakefield,E Coli,0,Orgs/100mL
5281735,2017-08-30,S14567,Tarnstead,E Coli,0,Orgs/100mL
5282616,2017-09-20,S17075,Paethsmouth,E Coli,0,Orgs/100mL
5282621,2017-09-20,S14901,Snake's Canyon,E Coli,0,Orgs/100mL
5282615,2017-09-20,S19914,Merton,E Coli,0,Orgs/100mL
5282613,2017-09-20,S17516,Blancathey,E Coli,0,Orgs/100mL
5282628,2017-09-20,S17516,Blancathey,THMs,0.004,mg/L
5282642,2017-09-20,S18865,Pontybridge,Turbidity,0.1,NTU
5282621,2017-09-20,S14901,Snake's Canyon,Turbidity,0.1,NTU
5282601,2017-09-19,S10232,Bellmoral,THMs,0.006,mg/L
5282643,2017-09-20,S19836,Swadlincote,Turbidity,0.1,NTU
5132722,2017-04-26,S17769,Bellmoral,Turbidity,0.1,NTU
5172098,2017-05-03,S14271,Strathmore,Turbidity,0.1,NTU
5172071,2017-05-03,S12260,Blancathey,Turbidity,0.1,NTU
5172077,2017-05-03,S14567,Tarnstead,Turbidity,0.1,NTU
5132771,2017-04-27,S15929,Blancathey,Turbidity,0.1,NTU
5172159,2017-05-07,S13500,Southwold,E Coli,0,Orgs/100mL
5198494,2017-06-08,S18682,Snake's Canyon,E Coli,0,Orgs/100mL
5198479,2017-06-08,S14755,Blancathey,E Coli,0,Orgs/100mL
5281989,2017-09-06,S13818,Paethsmouth,E Coli,0,Orgs/100mL
5282036,2017-09-06,S15280,Strathmore,E Coli,0,Orgs/100mL
5281993,2017-09-06,S13446,Wakefield,E Coli,0,Orgs/100mL
5386420,2017-11-30,S12051,Paethsmouth,Turbidity,0.1,NTU
5282050,2017-09-06,S15280,Strathmore,THMs,0.051,mg/L
5282127,2017-09-10,S14049,Southwold,Turbidity,0.05,NTU
5282364,2017-09-13,S18344,Pontybridge,Turbidity,0.1,NTU
5344561,2017-10-25,S17173,Swadlincote,E Coli,0,Orgs/100mL
5344526,2017-10-24,S14758,Bellmoral,Turbidity,0.1,NTU
5386702,2017-12-05,S17769,Bellmoral,E Coli,0,Orgs/100mL
5344637,2017-10-29,S10133,Southwold,Turbidity,0.1,NTU
5344537,2017-10-25,S15984,Blancathey,Turbidity,0.1,NTU
5344560,2017-10-25,S14065,Pontybridge,Turbidity,0.3,NTU
5385565,2017-11-08,S11858,Wakefield,Turbidity,0.1,NTU
5385646,2017-11-12,S12112,Southwold,Turbidity,0.2,NTU
5343989,2017-10-11,S18186,Merton,THMs,0.02,mg/L
5343976,2017-10-11,S17923,Paethsmouth,Turbidity,0.1,NTU
5344000,2017-10-11,S14101,Pontybridge,Turbidity,0.1,NTU
5344543,2017-10-25,S17721,Tarnstead,Turbidity,0.1,NTU
5343995,2017-10-11,S15280,Strathmore,Turbidity,0.05,NTU
5282382,2017-09-13,S11422,Swadlincote,THMs,0.007,mg/L
5282439,2017-09-17,S19084,Southwold,E Coli,0,Orgs/100mL
5387015,2017-12-13,S14487,Paethsmouth,Turbidity,0.2,NTU
5386419,2017-11-30,S18186,Merton,E Coli,0,Orgs/100mL
5386454,2017-11-29,S14812,Swadlincote,Turbidity,0.2,NTU
5282343,2017-09-13,S11254,Wakefield,E Coli,0,Orgs/100mL
5457896,2018-01-23,S10232,Bellmoral,E Coli,0,Orgs/100mL
5386718,2017-12-06,S15929,Blancathey,E Coli,0,Orgs/100mL
5386717,2017-12-06,S17516,Blancathey,E Coli,0,Orgs/100mL
5386724,2017-12-06,S17463,Snake's Canyon,E Coli,0,Orgs/100mL
5386719,2017-12-06,S17296,Blancathey,E Coli,0,Orgs/100mL
5386743,2017-12-06,S12119,Pontybridge,E Coli,0,Orgs/100mL
5386725,2017-12-06,S11254,Wakefield,E Coli,0,Orgs/100mL
5386723,2017-12-06,S14735,Paethsmouth,E Coli,0,Orgs/100mL
5386726,2017-12-06,S10837,Tarnstead,E Coli,0,Orgs/100mL
5386736,2017-12-06,S14901,Snake's Canyon,E Coli,0,Orgs/100mL
5386757,2017-12-06,S15163,Strathmore,THMs,0.045,mg/L
5282335,2017-09-13,S18578,Blancathey,Turbidity,0.1,NTU
5282338,2017-09-13,S19339,Paethsmouth,Turbidity,0.1,NTU
5343959,2017-10-11,S14514,Blancathey,Turbidity,0.2,NTU
5343979,2017-10-11,S13840,Wakefield,Turbidity,0.1,NTU
5343973,2017-10-11,S18186,Merton,Turbidity,0.2,NTU
5387014,2017-12-13,S15513,Merton,E Coli,0,Orgs/100mL
5387046,2017-12-13,S14101,Pontybridge,Turbidity,0.2,NTU
5343977,2017-10-11,S16371,Snake's Canyon,E Coli,0,Orgs/100mL
5344289,2017-10-18,S10837,Tarnstead,Turbidity,0.1,NTU
5344287,2017-10-18,S17725,Paethsmouth,THMs,0.008,mg/L
5344311,2017-10-18,S10837,Tarnstead,THMs,0.051,mg/L
5344373,2017-10-22,S13371,Southwold,E Coli,0,Orgs/100mL
5385881,2017-11-15,S15996,Blancathey,THMs,0.009,mg/L
5387016,2017-12-13,S17923,Paethsmouth,E Coli,0,Orgs/100mL
5343393,2017-10-01,S13500,Southwold,Turbidity,0.1,NTU
5343393,2017-10-01,S13500,Southwold,E Coli,0,Orgs/100mL
5343593,2017-10-04,S14317,Blancathey,E Coli,0,Orgs/100mL
5282341,2017-09-13,S17081,Snake's Canyon,E Coli,0,Orgs/100mL
5282309,2017-09-12,S14733,Bellmoral,Turbidity,0.05,NTU
5282340,2017-09-13,S12669,Paethsmouth,E Coli,0,Orgs/100mL
5282338,2017-09-13,S19339,Paethsmouth,E Coli,0,Orgs/100mL
5282365,2017-09-13,S11422,Swadlincote,Turbidity,0.1,NTU
5282336,2017-09-13,S17245,Blancathey,E Coli,0,Orgs/100mL
5282342,2017-09-13,S11466,Snake's Canyon,Turbidity,0.1,NTU
5282342,2017-09-13,S11466,Snake's Canyon,E Coli,0,Orgs/100mL
5282343,2017-09-13,S11254,Wakefield,Turbidity,0.1,NTU
5282335,2017-09-13,S18578,Blancathey,E Coli,0,Orgs/100mL
5343614,2017-10-04,S17696,Tarnstead,Turbidity,0.1,NTU
5343625,2017-10-04,S11076,Strathmore,Turbidity,0.1,NTU
5343624,2017-10-04,S18255,Swadlincote,Turbidity,0.1,NTU
5343725,2017-10-08,S17867,Southwold,THMs,0.007,mg/L
5344014,2017-10-11,S12566,Swadlincote,THMs,0.008,mg/L
5343715,2017-10-08,S17867,Southwold,E Coli,0,Orgs/100mL
5459289,2018-01-24,S18865,Pontybridge,E Coli,0,Orgs/100mL
5457946,2018-01-24,S14415,Blancathey,THMs,0.007,mg/L
5459588,2018-02-04,S11715,Southwold,E Coli,0,Orgs/100mL
5459496,2018-01-31,S12012,Blancathey,Turbidity,0.1,NTU
5459530,2018-01-31,S14812,Swadlincote,Turbidity,0.1,NTU
5459501,2018-01-31,S12678,Snake's Canyon,Turbidity,0.1,NTU
5459484,2018-01-30,S17620,Bellmoral,Turbidity,0.1,NTU
5459503,2018-01-31,S14567,Tarnstead,Turbidity,0.05,NTU
5472336,2018-03-15,S18186,Merton,Turbidity,0.2,NTU
5577976,2018-03-15,S17906,Snake's Canyon,Turbidity,0.05,NTU
5385846,2017-11-14,S14733,Bellmoral,E Coli,0,Orgs/100mL
5457689,2018-01-17,S18344,Pontybridge,Turbidity,0.3,NTU
5457697,2018-01-17,S18344,Pontybridge,THMs,0.006,mg/L
5463457,2018-01-17,S14271,Strathmore,THMs,0.049,mg/L
5472349,2018-03-15,S12921,Swadlincote,E Coli,0,Orgs/100mL
5577975,2018-03-15,S18038,Paethsmouth,Turbidity,0.05,NTU
5472336,2018-03-15,S18186,Merton,THMs,0.11,mg/L
5472480,2018-03-15,S14271,Strathmore,Turbidity,0.1,NTU
5577978,2018-03-15,S14567,Tarnstead,Turbidity,0.05,NTU
5472479,2018-03-15,S13317,Pontybridge,Turbidity,0.2,NTU
5484299,2018-03-21,S13798,Snake's Canyon,E Coli,0,Orgs/100mL
5484272,2018-03-21,S19914,Merton,E Coli,0,Orgs/100mL
5484320,2018-03-21,S19836,Swadlincote,E Coli,0,Orgs/100mL
5577974,2018-03-15,S10584,Blancathey,Turbidity,0.05,NTU
5386989,2017-12-12,S13874,Bellmoral,E Coli,0,Orgs/100mL
5480655,2018-03-18,S14925,Southwold,Turbidity,0.05,NTU
5484301,2018-03-21,S11858,Wakefield,E Coli,0,Orgs/100mL
5472320,2018-03-15,S10584,Blancathey,E Coli,0,Orgs/100mL
5472318,2018-03-15,S14514,Blancathey,E Coli,0,Orgs/100mL
5480641,2018-03-18,S14925,Southwold,E Coli,0,Orgs/100mL
5484270,2018-03-21,S17296,Blancathey,E Coli,0,Orgs/100mL
5484319,2018-03-21,S18344,Pontybridge,E Coli,0,Orgs/100mL
5092723,2017-03-01,S18186,Merton,E Coli,0,Orgs/100mL
5252503,2017-07-26,S15280,Strathmore,E Coli,0,Orgs/100mL
5297954,2017-07-26,S11207,Snake's Canyon,Turbidity,0.05,NTU
5297959,2017-07-26,S10837,Tarnstead,Turbidity,0.05,NTU
5297972,2017-07-26,S14812,Swadlincote,Turbidity,0.05,NTU
5295596,2017-07-25,S17620,Bellmoral,Turbidity,0.05,NTU
5343972,2017-10-11,S12437,Blancathey,E Coli,0,Orgs/100mL
5343715,2017-10-08,S17867,Southwold,Turbidity,0.1,NTU
5343612,2017-10-04,S16474,Snake's Canyon,E Coli,0,Orgs/100mL
5343625,2017-10-04,S11076,Strathmore,E Coli,0,Orgs/100mL
5282631,2017-09-20,S14567,Tarnstead,THMs,0.04,mg/L
5343613,2017-10-04,S13446,Wakefield,E Coli,0,Orgs/100mL
5343597,2017-10-04,S14487,Paethsmouth,E Coli,0,Orgs/100mL
5282034,2017-09-06,S13317,Pontybridge,E Coli,0,Orgs/100mL
5343581,2017-10-03,S17769,Bellmoral,Turbidity,0.2,NTU
5343598,2017-10-04,S16332,Paethsmouth,E Coli,0,Orgs/100mL
5343595,2017-10-04,S15513,Merton,E Coli,0,Orgs/100mL
5343614,2017-10-04,S17696,Tarnstead,E Coli,0,Orgs/100mL
5281991,2017-09-06,S12678,Snake's Canyon,E Coli,0,Orgs/100mL
5281988,2017-09-06,S10703,Paethsmouth,E Coli,0,Orgs/100mL
5281990,2017-09-06,S19541,Paethsmouth,E Coli,0,Orgs/100mL
5281991,2017-09-06,S12678,Snake's Canyon,Turbidity,0.05,NTU
5132440,2017-04-20,S15996,Blancathey,THMs,0.008,mg/L
5282882,2017-09-27,S13397,Merton,E Coli,0,Orgs/100mL
5282867,2017-09-27,S19811,Blancathey,E Coli,0,Orgs/100mL
5282903,2017-09-27,S18703,Pontybridge,E Coli,0,Orgs/100mL
5282885,2017-09-27,S11254,Wakefield,E Coli,0,Orgs/100mL
5385924,2017-11-15,S11422,Swadlincote,THMs,0.009,mg/L
5281990,2017-09-06,S19541,Paethsmouth,Turbidity,0.1,NTU
5281963,2017-09-05,S18588,Bellmoral,Turbidity,0.05,NTU
5281995,2017-09-06,S14514,Blancathey,Turbidity,0.1,NTU
5385856,2017-11-14,S14733,Bellmoral,THMs,0.009,mg/L
5282883,2017-09-27,S13148,Paethsmouth,E Coli,0,Orgs/100mL
5343592,2017-10-04,S14790,Blancathey,E Coli,0,Orgs/100mL
5385972,2017-11-19,S11715,Southwold,Turbidity,0.2,NTU
5282886,2017-09-27,S10837,Tarnstead,E Coli,0,Orgs/100mL
5282884,2017-09-27,S17463,Snake's Canyon,E Coli,0,Orgs/100mL
5463462,2018-01-18,S17721,Tarnstead,THMs,0.055,mg/L
5457905,2018-01-23,S10232,Bellmoral,THMs,0.007,mg/L
5459348,2018-01-28,S12112,Southwold,E Coli,0,Orgs/100mL
5457689,2018-01-17,S18344,Pontybridge,E Coli,0,Orgs/100mL
5459484,2018-01-30,S17620,Bellmoral,E Coli,0,Orgs/100mL
5459348,2018-01-28,S12112,Southwold,Turbidity,0.1,NTU
5459498,2018-01-31,S18186,Merton,E Coli,0,Orgs/100mL
5459500,2018-01-31,S12669,Paethsmouth,E Coli,0,Orgs/100mL
5460118,2018-02-18,S19084,Southwold,Turbidity,0.05,NTU
5460073,2018-02-14,S14101,Pontybridge,THMs,0.11,mg/L
5457691,2018-01-17,S14271,Strathmore,E Coli,0,Orgs/100mL
5459280,2018-01-24,S10837,Tarnstead,E Coli,0,Orgs/100mL
5459280,2018-01-24,S10837,Tarnstead,Turbidity,0.1,NTU
5457921,2018-01-24,S13856,Snake's Canyon,E Coli,0,Orgs/100mL
5459290,2018-01-24,S19836,Swadlincote,E Coli,0,Orgs/100mL
5386722,2017-12-06,S13148,Paethsmouth,E Coli,0,Orgs/100mL
5386745,2017-12-06,S15163,Strathmore,E Coli,0,Orgs/100mL
5459501,2018-01-31,S12678,Snake's Canyon,E Coli,0,Orgs/100mL
5594861,2018-06-20,S12051,Paethsmouth,E Coli,0,Orgs/100mL
5594862,2018-06-20,S12436,Paethsmouth,E Coli,0,Orgs/100mL
5582243,2018-06-14,S12119,Pontybridge,Turbidity,0.1,NTU
5582215,2018-06-14,S16451,Blancathey,Turbidity,0.1,NTU
5580555,2018-04-18,S15996,Blancathey,Turbidity,0.1,NTU
5580580,2018-04-18,S14271,Strathmore,Turbidity,0.2,NTU
5460489,2018-02-27,S16276,Bellmoral,E Coli,0,Orgs/100mL
5580797,2018-04-26,S17463,Snake's Canyon,Turbidity,0.1,NTU
5460299,2018-02-21,S11254,Wakefield,THMs,0.2,mg/L
5580588,2018-04-18,S16589,Swadlincote,THMs,0.007,mg/L
5580563,2018-04-18,S15996,Blancathey,THMs,0.007,mg/L
5580771,2018-04-25,S14758,Bellmoral,E Coli,0,Orgs/100mL
5580643,2018-04-22,S11715,Southwold,Turbidity,0.05,NTU
5459773,2018-02-07,S13397,Merton,E Coli,0,Orgs/100mL
5459791,2018-02-07,S13840,Wakefield,E Coli,0,Orgs/100mL
5459777,2018-02-07,S17081,Snake's Canyon,E Coli,0,Orgs/100mL
5459775,2018-02-07,S12436,Paethsmouth,E Coli,0,Orgs/100mL
5459803,2018-02-07,S18255,Swadlincote,E Coli,0,Orgs/100mL
5459804,2018-02-07,S16510,Strathmore,E Coli,0,Orgs/100mL
5459772,2018-02-07,S18578,Blancathey,E Coli,0,Orgs/100mL
5459802,2018-02-07,S12119,Pontybridge,E Coli,0,Orgs/100mL
5459771,2018-02-07,S15053,Blancathey,E Coli,0,Orgs/100mL
5459802,2018-02-07,S12119,Pontybridge,Turbidity,0.05,NTU
5614503,2018-04-11,S14415,Blancathey,Turbidity,0.2,NTU
5580580,2018-04-18,S14271,Strathmore,E Coli,0,Orgs/100mL
5459503,2018-01-31,S14567,Tarnstead,E Coli,0,Orgs/100mL
5460288,2018-02-21,S16332,Paethsmouth,E Coli,0,Orgs/100mL
5580555,2018-04-18,S15996,Blancathey,E Coli,0,Orgs/100mL
5580561,2018-04-18,S13840,Wakefield,E Coli,0,Orgs/100mL
5580556,2018-04-18,S15513,Merton,Turbidity,0.05,NTU
5459777,2018-02-07,S17081,Snake's Canyon,Turbidity,0.1,NTU
5459804,2018-02-07,S16510,Strathmore,Turbidity,0.05,NTU
5580817,2018-04-26,S12566,Swadlincote,E Coli,0,Orgs/100mL
5580799,2018-04-26,S10837,Tarnstead,E Coli,0,Orgs/100mL
5580795,2018-04-26,S14487,Paethsmouth,E Coli,0,Orgs/100mL
5580798,2018-04-26,S16870,Wakefield,E Coli,0,Orgs/100mL
5580800,2018-04-26,S14790,Blancathey,Turbidity,0.1,NTU
5580798,2018-04-26,S16870,Wakefield,Turbidity,0.05,NTU
5580816,2018-04-26,S13306,Pontybridge,E Coli,0,Orgs/100mL
5460319,2018-02-21,S12566,Swadlincote,THMs,0.15,mg/L
5460517,2018-02-28,S17721,Tarnstead,E Coli,0,Orgs/100mL
5460515,2018-02-28,S16474,Snake's Canyon,E Coli,0,Orgs/100mL
5460526,2018-02-28,S11076,Strathmore,E Coli,0,Orgs/100mL
5555618,2018-02-21,S13306,Pontybridge,Turbidity,0.1,NTU
5460297,2018-02-21,S16332,Paethsmouth,Turbidity,0.3,NTU
5484302,2018-03-21,S17721,Tarnstead,E Coli,0,Orgs/100mL
5460299,2018-02-21,S11254,Wakefield,Turbidity,0.2,NTU
5460031,2018-02-15,S15513,Merton,E Coli,0,Orgs/100mL
5566185,2018-02-28,S11021,Blancathey,Turbidity,0.05,NTU
5460029,2018-02-14,S17245,Blancathey,Turbidity,0.05,NTU
5566190,2018-02-28,S17173,Swadlincote,Turbidity,0.1,NTU
5460534,2018-02-28,S14065,Pontybridge,Turbidity,0.1,NTU
5460528,2018-02-28,S19914,Merton,Turbidity,0.2,NTU
5460601,2018-03-04,S13500,Southwold,Turbidity,0.05,NTU
5566189,2018-02-28,S17721,Tarnstead,Turbidity,0.05,NTU
5484273,2018-03-21,S19152,Paethsmouth,E Coli,0,Orgs/100mL
5484310,2018-03-21,S16489,Paethsmouth,Turbidity,0.05,NTU
5460286,2018-02-21,S15929,Blancathey,THMs,0.14,mg/L
5559955,2018-02-27,S16276,Bellmoral,Turbidity,0.05,NTU
5460513,2018-02-28,S19914,Merton,E Coli,0,Orgs/100mL
5460514,2018-02-28,S12377,Paethsmouth,E Coli,0,Orgs/100mL
5460511,2018-02-28,S11021,Blancathey,E Coli,0,Orgs/100mL
5582056,2018-06-11,S13371,Southwold,THMs,0.007,mg/L
5582198,2018-06-13,S17769,Bellmoral,E Coli,0,Orgs/100mL
5580288,2018-04-11,S13397,Merton,THMs,0.006,mg/L
5457920,2018-01-24,S19666,Paethsmouth,E Coli,0,Orgs/100mL
5457917,2018-01-24,S14415,Blancathey,E Coli,0,Orgs/100mL
5457947,2018-01-24,S19339,Paethsmouth,THMs,0.006,mg/L
5580560,2018-04-18,S11466,Snake's Canyon,E Coli,0,Orgs/100mL
5614505,2018-04-11,S13446,Wakefield,Turbidity,0.1,NTU
5459499,2018-01-31,S17075,Paethsmouth,E Coli,0,Orgs/100mL
5457949,2018-01-24,S16870,Wakefield,THMs,0.006,mg/L
5459530,2018-01-31,S14812,Swadlincote,E Coli,0,Orgs/100mL
5459498,2018-01-31,S18186,Merton,Turbidity,0.1,NTU
5459529,2018-01-31,S18703,Pontybridge,E Coli,0,Orgs/100mL
5459502,2018-01-31,S13446,Wakefield,Turbidity,0.05,NTU
5459529,2018-01-31,S18703,Pontybridge,Turbidity,0.1,NTU
5457948,2018-01-24,S13856,Snake's Canyon,THMs,0.005,mg/L
5459497,2018-01-31,S15996,Blancathey,E Coli,0,Orgs/100mL
5580794,2018-04-26,S14735,Paethsmouth,E Coli,0,Orgs/100mL
5580796,2018-04-26,S17923,Paethsmouth,E Coli,0,Orgs/100mL
5580817,2018-04-26,S12566,Swadlincote,Turbidity,0.1,NTU
5580818,2018-04-26,S16510,Strathmore,Turbidity,0.1,NTU
5580793,2018-04-26,S18186,Merton,Turbidity,0.1,NTU
5580561,2018-04-18,S13840,Wakefield,Turbidity,0.1,NTU
5580579,2018-04-18,S16589,Swadlincote,Turbidity,0.05,NTU
5580531,2018-04-17,S13874,Bellmoral,Turbidity,0.05,NTU
5459869,2018-02-11,S14049,Southwold,Turbidity,0.05,NTU
5580818,2018-04-26,S16510,Strathmore,E Coli,0,Orgs/100mL
5580965,2018-05-01,S14733,Bellmoral,E Coli,0,Orgs/100mL
5459774,2018-02-07,S12051,Paethsmouth,Turbidity,0.2,NTU
5459791,2018-02-07,S13840,Wakefield,Turbidity,0.05,NTU
